Structure,Root  Code,SV ,Barcode, Name 
110100502,102730242,0,8710103898771,ค.เตรียมอาหารฟิลิปส์ HR7310/00 
110100502,102891492,0,7332543710744,ELEC ค.ปั่นมือ E5HB1-59GG 
110100502,102891625,0,3016667242315,TEFAL ค.ผสมอาหาร HT450B38? 
110100505,102891626,0,3045380019379,TEFAL ม.นึ่งไฟฟ้า VC204810 
110100507,102851456,0,3045380016583,TEFALม.ทอดไร้น้ำมัน4.2L EY2018 
110100507,102893605,0,8852607004828,OTTO ม.ทอดไร้น้ำมัน5L CO-765M 
110100507,103009568,0,8859110106216,SMหม้อทอดไร้น้ำมัน 5.5L MV1406 
110100507,103029283,0,8854336044656,KASHIWAม.ทอดไร้น้ำมัน3L KW-818 
110100507,103040419,0,8854336044687,KASHIWAม.ทอดKW822 6L 
110100507,103052235,0,8854336044908,OXYGENหม้อทอดไร้น้ำมันKW816 4L 
110100507,103105307,0,3045387293642,TEFALม.ทอด 5L EY2453T0 
110100507,103113366,0,8720389033841,ฟิลิปส์ ม.ทอด3.2L. NA110/00 
110100507,103161521,0,8851456107834,SHARPม.ทอดKF-AF42MB 4.2L 
110100507,103176673,0,8859847101126,SIMPLUS หม้อทอดKQZG021PKBCBBTH 
110100507,103184450,0,8859110106926,SMARTHOMEหม้อทอดMV1308 4.5ล 
110100507,103197190,0,8854336048098,KASHIWAหม้อทอดKW820 5.5L 
110100508,102722559,0,8710103660286,PHILLIPS เครื่องสกัดHR1811/71 
110100508,102730218,0,8852607003692,ค.คั้นน้ำส้ม OTTO  JE-341A 
110100508,102752178,0,3016661155086,ค.สกัดน้ำผลไม้ 350W TF ZE370 
110100508,102903169,0,3016661158551,TEFALค.ปั่นสกัด2IN1  BL42Q166 
110100509,102172757,0,8710103618706,ฟิลิปส์เครื่องบดสับHR1393 0.7L 
110100509,102175808,0,3045388192302,ค.บดสับ 1000W TEFAL DPA130 
110100509,102891617,0,8852607004859,OTTO  เครื่องบดสับ CP-392 
110100509,102904859,0,8854336041723,KASHIWA เครื่องบดสับ KW252 
110100509,102984889,0,8859110105165,SMARTHOMEเครื่องบดสับSM-CP1603 
110100509,103040421,0,3016661165702,TEFALค.บดสับอาหารMB520138 0.4L 
110100509,103122897,0,8854336046124,KASHIWAค.บดสับKW254 2L 
110100511,101415430,0,8852607002800,COFFEE MAKE OTTO CM-005 
110100701,102858732,0,6944271657133,TOSHIBAไมโครเวฟ20L MWP-MM20P 
110100701,103008507,0,8806092625365,SAMSUNGไมโครเวฟ20L.MS20A3010AL 
110100701,103052902,0,4550556116268,SHARP ไมโครเวฟ20L R-219EF(K) 
110100701,103197118,0,6944271673355,TOSHIBA MCV 25L MW3-MM25PE(BK) 
110100701,103210240,0,4550556188814,SHARP ไมโครเวฟ 20L R-S20M5TA-B 
110100702,102381889,0,8806088342351,MWO SAMSUNG 23L MS23K3513AW/ST 
110100702,103138655,0,6944271673386,TOSHIBAไมโครเวฟ20L MW3-EM20PE 
110100703,100588176,0,8852607000035,CONVECTION OVEN OTTO CO-708 
110100703,100747161,0,8852607001308,หม้ออบลมร้อน 12L OTTO CO-709 
110100703,101034158,0,8854336014369,ฝาอบลมร้อน 12L.KASHIWA  KT120 
110100703,102535883,0,8859110100610,SMARTHOMEม.อบลมร้อนMV-009 12L 
110100703,102648752,0,8851456105977,เตาอบ 42L  ชาร์ป EO-42K 
110100703,102695614,0,8854336032103,OXYGEN เตาอบ 45ล.1800W DN45E-R 
110100703,102765082,0,8851456106547,เตาอบไฟฟ้า ชาร์ป19 ลิตร EO-19K 
110100703,102810871,0,8859110103444,SMHม.อบลมร้อน12L MV-016 
110100703,102903159,0,8851456107216,SHARPเตาอบ9L.EO-9P 
110100703,102903175,0,8851443451001,IMARFLEXเตาอบ26L IF-451 
110100703,103045412,0,8859110104915,SMเตาอบไฟฟ้าSM-OV1600 42L 
110100704,102650014,0,8801643544218,MWO+ย่าง23LซัมซุงMG23K3515AK/S 
110100704,102893663,0,6944271657157,TOSHIไมโครเวฟ20L MWP-MG20P(WH) 
110100704,102971574,0,9316561080575,ELECTROLUX MWO 23L EMG23K22B 
110100801,100606799,0,8852374100013,"ELEC PAN 12"" HANABISHI HEP-12 "
110100801,100657986,0,8852374100150,ELEC PAN HANABISHI HTP-360S 
110100801,101005094,0,8852374203134,"ELEC PAN 10"" HANABISHI HEP-10S "
110100801,102402273,0,8852607003104,กระทะไฟฟ้าOTTO SP-314 G 
110100801,102730239,0,8851443200104,Imarflex กระทะไฟฟ้าMP-20คละสี 
110100801,102850988,0,8859110104533,SM กระทะไฟฟ้า3L SVEP1001 
110100801,102984890,0,8859110102072,SMกระทะไฟฟ้าSV-EP1000 
110100801,103197189,0,8854336046551,KASHIWAกระทะไฟฟ้า KW415 3L 
110100802,102293320,0,8854336032738,หม้อสุกี้ขนาด3L KASHIWA#KW3806 
110100802,102891501,0,8854336039867,KASHIWA หม้อสุกี้ 3L KW352 
110100802,102903178,0,8859110104816,SMARTHOME กะทะไฟฟ้าSFP800 
110100802,102943405,0,8852607004972,OTTOม.อเนกประสงค์ SP-363 
110100802,102969790,0,8854336042232,KASHIWAม.อเนกประสงค์1.5L KW108 
110100802,102969791,0,8854336043215,KASHIWA ม.เอนกประสงค์1.8LKW220 
110100802,102969792,0,8854336043291,KASHIWA ม.เอนกประสงค์4L KW355 
110100802,102986095,0,8857116666147,COMPROหม้อกระทะไฟฟ้าCP-B13 
110100802,103028595,0,2000007851085,BESICOหม้อไฟฟ้าอเนกประสงค์ 
110100802,103052234,0,8854336044823,KASHIWAม.เอนกประสงค์KW129 1.5L 
110100802,103075093,0,8859525007450,BESICOเตาย่างไฟฟ้าSK-600 
110100802,103143303,0,8859110106506,SM ม.อเนกประสงค์ SFP450 1L 
110100802,103143304,0,8859110106353,SM ม.อเนกประสงค์ SFP701 2L 
110100802,103176670,0,8859847101072,SIMPLUS ค.นึ่ง DZEG006PKBC-BB 
110100802,103176674,0,8859847101041,SIM หม้อต้มไฟฟ้า DZGH002PKBCBB 
110100802,103196028,0,8854336047039,KASHIWA POMม.+ซึ้ง1.5L KW141 
110100802,103196029,0,8854336047046,KASHIWA POMPOMม.อนปส1.3L KW132 
110100802,103197188,0,8852607005429,OTTOหม้ออเนก1.5L MC-406PA(B) 
110100802,103215833,0,8859110106575,SM POWERPUFF ม.อเนก SFP451 
110100802,103217583,0,8854336045042,KASHIWA มอป. KW356 3L 
110100802,103253217,0,8859110107589,สมาร์ทโฮม หม้อไฟฟ้าอนปSFP606BL 
110100802,103253218,0,8859110107596,สมาร์ทโฮม หม้อไฟฟ้าอนปSFP606PK 
110100802,103256598,0,8859847105094,ซิมพลัส มอส. DZGH013CBBC-MC 
110100802,103263507,0,8859847103564,ซิมพลัส หม้อชาบู DHGH002 
110100802,103267458,0,8859110107749,SMA มอเนก SFP701&MK SAUCE 
110100804,102313740,0,8854336029776,เตาย่างบาบีคิว คาซิวา KW3010 
110100804,102765080,0,8854336037412,เตาBBQ+POT1650W KASHIWA KW309 
110100804,102768494,0,8852607004194,OTTOBBQ-สุกี้ 1900W GR-175A 
110100804,102834137,0,8854336039621,OXYGEN เตาย่าง BBQ 1500W KW302 
110100804,102873349,0,8854336038198,OXYGEN ตยBBQ+ชาบู2200W KW502 
110100804,102898644,0,8852607004880,OTTOต.ปิ้งย่าง+สุกี้GR-171A 
110100804,102904851,0,8854336041792,OXYGEN ต.ปิ้งย่าง+สุกี้ KW307 
110100804,103035726,0,8859110104762,SMเตาปิ้งย่างEG1302 
110100804,103035727,0,8859110102911,SMเตาปิ้งย่างEG1802 
110100804,103122891,0,8852374201031,ฮานาบิชิ ปิ้งย่าง&ชาบูHBG-1803 
110100804,103122898,0,8854336046193,KASHIWAเตาย่าง+ชาบู1300W KYS82 
110100804,103161487,0,8851443690004,IMAFLEX เตาย่าง+ชาบู EG-690 
110100805,102893607,0,8854336041600,คาชิว่า เซ็ต(T023+EK180+PAN) 
110100805,102961564,0,8854336043062,KASHIWA ชุดเซ็ท EK189+KW209 
110100806,101683530,0,8852374203653,ฮานาบิชต.แม่เหล็กHIC-309 2000W 
110100806,102336979,0,9316561045482,เตาแม่เหล็กอีเลคโทรลักซETD29KC 
110100806,102730238,0,8854336038334,เตาแม่เหล็กไฟฟ้าMISAWA  WP2100 
110100806,102810872,0,8859110103291,เตาแม่เหล็กไฟฟ้าSMARTH.IN-1500 
110100901,102181540,0,8859110100030,เตาแก๊สหัวเดียว สมาร์ทโฮม     รุ่น SM-GA1H-01 
110100901,102263893,0,8851443411005,เตาแก๊ส1หัว อิมาร์ IG-411 
110100901,102730223,0,8858327004254,เตาแก๊ส 1H. ลัคกี้เฟลม AT-141 
110100901,102730237,0,8854336034657,เตาแก๊ส1 H.KASHIWA K 1000 
110100902,100913884,0,8852607001551,GAS STOVE 2H OTTO GS872 
110100902,102181541,0,8859110100047,เตาแก๊สสองหัว สมาร์ทโฮม       รุ่น SM-GA2H-01 
110100902,102455136,0,8854336034664,เตาแก๊ส 2 หัว คาซิวา #K2000 
110100902,102730224,0,8858327004247,เตาแก๊ส 2H. ลัคกี้เฟลม AT-142 
110100902,102763472,0,8851443433007,เตาแก๊ส2หัว(กระจก)IMAR IG-433 
110100902,102850997,0,8859110104571,SM เตาแก๊ส SMGA2H05 
110100902,103113196,0,8854336044724,KASHIWAเตาแก๊ส2หัวหน้ากระจก 
110100902,103197117,0,8858327005718,LUCKYFLAMEเตาแก๊ส2หัวHR-102S 
110100906,102017981,0,8858327001420,ชุดหัวปรับแก๊สเซฟตี้พร้อมสายแก๊สลัคกี้เฟลมรุ่นL-32 
110100908,102893606,0,8854336041594,คาชิว่า เซ็ต(X2500+EK180+PAN) 
110500101,102415586,0,8852607003708,เตารีดไอน้ำ 1400W OTTO EI-605 
110500101,102557871,0,8859110102249,ตร.ไอน้ำ1800Wสมาร์ทโฮมSSIR-925 
110500101,102891629,0,8854336039157,KASHIWA ตร.ไอน้ำ HD202 
110500101,102903171,0,3121040083819,TEFALL เตารีดไอน้ำFV1941T0 
110500101,102904750,0,8710103978930,PHILIPSตร.ไอน้ำDST5010/10 
110500101,102933586,0,8720389001604,PHILIPSตร.ไอน้ำ2100WDST3011/20 
110500101,102969785,0,3121040083383,TEFAL เตารีดไอน้ำ FV2845T0 
110500101,102970318,0,8851456107520,SHARP ST.EI-S301 2400 วัตต์ 
110500101,103027453,0,8710103991311,PHILIPSตรไอน้ำ2600W DST5040/80 
110500101,103043716,0,8851456107582,SHARP เตารีดไอน้ำ EI-S302 
110500101,103043728,0,8720389019692,PHILIPSตร.ไอน้ำ2000WDST1040/30 
110500101,103051402,0,3121040089545,TEFAL ตร.ไอน้ำ1200W FV1053T0 
110500101,103132872,0,8720389044571,PHILIPSตรไอน้ำ2000W DST2010/20 
110500101,103132873,0,8851456107773,SHARP ตร.ไอน้ำ 1800W EI-S300 
110500101,103205181,0,8859847102888,SIMPLUS เตารีดGTJH022PKBC-BB 
110500101,103256602,0,8859847105100,ซิมพลัส เตารีด GTJH016CBBC-MC 
110500102,101011810,0,8851456105410,DRY IRON SHARD AM-465T 
110500102,102179786,0,8710103604334,เตารีดแห้ง 1200วัตต์ ฟิลิปส์ GC160/22 
110500102,102337893,0,8852607003432,ตร.แห้ง1000W OTTO EI-601 
110500102,102829845,0,8851456107285,ชาร์ป ตร.แห้ง1000วัตต์ AM-285T 
110500102,102903160,0,8851456106103,SHARPเตารีดAM-475T 
110500102,102903187,0,8859110104731,SMARTHOME เตารีด SDIR-013 
110500102,102969793,0,8854336035098,KASHIWA KITTY เตารีดแห้ง1000W 
110500102,103106917,0,8852374205794,HANABISHIเตารีด HDI-1010 คละสี 
110500102,103196826,0,3121040094853,TEFAL เตารีดแห้ง1200W FS2623T0 
110500102,103258803,0,8720389075940,ฟิลิปส์ ตร.แห้ง HD1175/20 
110500201,102557870,0,8710103762782,ไดร์เป่าผม1000W ฟิลิปส์ HP8108 
110500201,102730231,0,8858690028963,ไดร์เป่าผมเลอซาช่าLS0834 
110500201,102891498,0,8710103965374,PHILIPS ไดร์ 1600W BHD308/10 
110500201,102891499,0,8710103965381,PHILIPS ไดร์ 2100W BHD350/10 
110500201,102967467,0,8858690032281,LESASHAไดร์เป่าผม1000WLS1356 
110500201,103023822,0,8858690033028,LESASHAไดร์เป่าผม 1800W LS0663 
110500201,103088618,0,8710103897613,PHILIPSด.เป่าผม1200W BHC010/10 
110500201,103210100,0,8851854108358,AIKO ไดร์เป่าผม2000W AK-8911 
110500201,103215834,0,8859110107237,SMไดร์ POWERPUFF 500W SHD-0500 
110500201,103256603,0,8859847105049,ซิมพลัส ไดร์ผม CFJH008CBBC-MC 
110500202,102254518,0,8858690014355,เครื่องหนีบผม เลอซาช่า LS0911 
110500202,102333838,0,8710103752608,ค.รีดผมไฟฟ้า PHILIPS HP8321 
110500202,102841805,0,8858690032328,LSเครื่องหนีบผมสมาร์ท แฮร์ 
110500202,103256604,0,8859847105179,ซิมพลัส ค.หนีบผมZFBA010CBBC-MC 
110500203,101014390,0,8851854105258,HAIR CLIPPER AIKO AK-4613A 
110500203,102859981,0,8710103942566,ฟิลิปส์ค.โกนหนวดไฟฟ้า S1103/02 
110500203,103196821,0,8720689035224,PHILIPSตกแต่งหนวดเคราBT3617/15 
110500301,102210296,0,4974019805085,เครื่องดูดผุ่นแบบกล่อง 1600วัตต์ ชาร์ป  EC-NS16-V 
110500301,102531390,0,8851443940000,ดูดฝุ่น 1200W IMARFLEX VC-940 
110500301,102564984,0,8801643204099,ด.ฝุ่น 1800W SS VCC4540S36/XST 
110500301,102776711,0,7332543652020,ELECTROLUX ค.ดูดฝุ่น EC31-2BB 
110500301,102858775,0,7332543758999,ELECTROLUX  VC1600W Z1230CB 
110500301,103139344,0,8851443933118,IMARFLEX ดูดฝุ่น 1600W VC-933R 
110500302,102531389,0,7332543571567,ดูดฝุ่นก้าน800W ELEC EDYL40DB 
110500302,102564982,0,8852607003869,ด.ฝุ่น 600W ออตโต้ 2IN1 HV-092 
110500302,102851531,0,8851443902008,IMAFLEX ดูดฝุ่น2IN1 600W VC902 
110500302,102891494,0,7332543751969,ELEC ค.ดูดฝุ่นมือถือ ZB5203SW 
110500302,103106918,0,8859110106384,SMART HOMEด.ฝุ่น 600W SM-VCC07 
110500302,103196827,0,8854336046568,KASHIWA ดูดฝุ่น2IN1 500W KW904 
110500302,103205182,0,8859847102895,SIMPLUS ดูดฝุ่นXCQH012PKBC-BB 
110500302,103256601,0,8859847105148,ซิมพลัสค.ดูดฝุ่นXCQH002CBBC-MC 
110600101,102163355,0,8851456105991,Sharp คนอ.4500w.WH-HOTHOT 
110600101,102530056,0,8851456106592,Sharp คนอ.3500w.WH-B55 
110600101,102619132,0,6939962550435,น้ำอุ่น4500W โตชิบาDSK45ES5KW 
110600101,102699799,0,8851456107162,Sharp คนอ.3500w.WH-34 
110600101,102907475,0,6939962574196,TOSHIน้ำอุ่น3800W TWH-38WTH(W) 
110600101,102907476,0,6939962574189,TOSHI คนอ.4500W TWH-45WTH 
110600101,102972331,0,8851456107490,Sharp คนอ.3800w.WH-38AG 
110600101,103048351,0,6939962594125,Toshi คนอ.4800WH-48MFNTH(W)WB 
110600101,103048352,0,6939962594118,Toshi คนอ 3800WH-38EFNTH(W)CB 
110600101,103131305,0,8851456126453,SHARPคนอ.WH-MD135WH 3500W 
110600101,103197193,0,8851456126910,ชาร์ป คนอ. WH-MD238WH 3800W 
110600101,103206936,0,8851456126934,SHARPคนอ. WH-MD245WH 4500W 
110600101,103206937,0,8851456126941,SHARPคนอ. WH-MD245BE 4500W 
110600201,101445091,0,8858668511527,Misuyaพัดลม12นิ้วMI-D1204/1205 
110600201,102365961,0,8851854108211,AIKOพัดลมตต10นิ้วAVF-210 
110600201,102477922,0,8851456106554,Sharpพัดลมตต.16นิ้วPJ-TA163 
110600201,102586167,0,8851854411861,พัดลมชาร์จไฟ6นิ้วKN-2816 ไอโกะ 
110600201,102873331,0,8851854418037,AIKOพัดลมมินิแบบหนีบKN-L2855 
110600201,102941697,0,8852374203776,HANABISHIพัดลมตต12นิ้วHFA-812D 
110600201,102947353,0,8850918005466,HATARIพัดลมตต.16นิ้ว T16M1 
110600201,103002418,0,8851854106552,AIKO พัดลมTURBO 6นิ้วAVF006BK 
110600201,103002420,0,8851854106576,AIKO พัดลมTURBO 6นิ้วAVF006WH 
110600201,103002421,0,8857117770010,COMPROพัดลมMINI USB 6นิ้วFT88 
110600201,103026993,0,8850918005626,HATARIพัดลมตั้งโต๊ะ14นิ้วT14M1 
110600201,103052169,0,8850918005640,HATARIพัดลมตต.18นิ้วT18M1 
110600201,103077984,0,8851456107636,SHARPพัดลมตต.16นิ้วPJ-TA165 
110600201,103097526,0,8850918005725,HATARIพัดลมตต.8นิ้วPS8M1 
110600201,103138439,0,8851854416088,AIKOพัดลมชาร์จไฟ6นิ้วKN-L2876 
110600201,103161141,0,8851854420641,AIKOพัดลมชาร์จไฟมือถือKN-L2752 
110600201,103163817,0,8851456107759,SHARPพัดลมตต.18 PJ-TA182 
110600201,103176679,0,8859847101089,SIMPLUS พัดลม DFSH013PKBC-BB 
110600201,103205183,0,8859847102864,SIMPLUS พัดลม DFSH013PIBC-BB 
110600201,103215835,0,8859110107176,SM POWERPUFF พัดลมพกพา SM-HF04 
110600201,103244444,0,8857200785525,WINDIO พัดลมตต.12 WDT12E1 BLU 
110600201,103244445,0,8857200785549,WINDIO พัดลมตต.16 WDT16E1 BLU 
110600201,103244446,0,8857200785532,WINDIO พัดลมตต.16 WDT16E1 GRY 
110600201,103244940,0,8857200785501,WINDIO พัดลมตต.12 WDT12E1 GRY 
110600202,102935886,0,6939924834757,TOSHIพัดลมSLIDE16 F-ASY50TH(W) 
110600203,102553906,0,8851456107148,พัดลมติดผนัง16นิ้ว#PJ-WA163 
110600203,102660829,0,8851456107155,พัดลมติดผนัง18นิ้วPJ-WA181 
110600203,103126826,0,8850918005701,HATARI พัดลมติดผนัง16นิ้วW16M1 
110600203,103143498,0,8850918005756,HATARIพัดลมติดผนัง18นิ้ว W18M1 
110600203,103234682,0,8851456127054,ชาร์ป พัดลมติดผนัง16 PJWA165GY 
110600203,103234683,0,8851456127061,ชาร์ป พัดลมติดผนัง16 PJWA165CC 
110600203,103234684,0,8851456127085,ชาร์ป พัดลมติดผนัง18 PJWA182GY 
110600203,103234685,0,8851456127092,ชาร์ป พัดลมติดผนัง18 PJWA182CC 
110600205,102938541,0,8850918005800,HATARIพัดลมไอเย็น10L.AC SWIFT 
